x, y
0.012339002592882991, 2.501805336782853
2.27999698532727, 2.5008263301624734
5.348801601478776, 2.4986841371946835
7.360603780769825, 2.5012347286876278
9.800214464875756, 2.5021420756371784
12.197915909141994, 2.499978117840999
13.697075635229888, 2.531096483894907
12.987844786665626, 2.5173400857100114
14.87152866385209, 2.5776781445337136
14.378116649323482, 2.5560227562720543
15.550549318326961, 2.629951923782035
15.212948283818214, 2.6042347257543623
17.558564645557787, 2.7508241302135126
16.727234262548905, 2.692497264730125
16.19165914100338, 2.6622817283972346
17.16419256354282, 2.723932247438526
18.214113163938695, 2.8001284476866806
19.000318656196406, 2.839629968584729
19.98080658362213, 2.8890741148138694
21.569909335039885, 2.910405699921095
20.781641171967244, 2.9004326859616856
19.502637177525877, 2.864712906660565
22.5614510624738, 2.89989061853765
23.624191955319375, 2.878515503773646
24.50887675674103, 2.848815136822159
25.24719655269529, 2.808049202591833
25.861417610184304, 2.7622847496604743
26.303125342952075, 2.720301217011765
26.78961947690139, 2.6779636979088752
27.305837226183755, 2.636267214600621
27.84426835347302, 2.6053028449739966
28.849878553644643, 2.5743618828043187
28.307195151136913, 2.5901475432436634
29.516861672799585, 2.53958456163817
31.017946558314744, 2.503524758225609
30.23627894184987, 2.5204409577697797
33.145152525251184, 2.4998157029423584
35.24392536833879, 2.501354640572339
37.087244364346994, 2.5013603897722905
38.94886295271327, 2.5009842278325807
39.960312097960994, 2.500356333066406
